Location,FIPS Code,Percent Change in Mortality Risk
Franklin County,20059,5.857709487
Geary County,20061,5.066826594
Gove County,20063,4.249307779
Graham County,20065,4.484599226
Grant County,20067,5.189928602
Gray County,20069,6.650690062
Greeley County,20071,5.539279888
Greenwood County,20073,6.019302918
Hamilton County,20075,4.856351374
Harper County,20077,4.096673272
Harvey County,20079,5.155877157
Haskell County,20081,4.191866671
Hodgeman County,20083,5.481447963
Jackson County,20085,4.42621452
Jefferson County,20087,4.506963816
Jewell County,20089,4.649858522
Johnson County,20091,3.891619668
Kearny County,20093,2.978332617
Kingman County,20095,5.218422004
Kiowa County,20097,6.987059607
Labette County,20099,4.277294341
Lane County,20101,4.293358982
Leavenworth County,20103,5.452426286
Lincoln County,20105,2.927516878
Linn County,20107,5.291018038
Logan County,20109,4.424039044
Lyon County,20111,4.521423926
McPherson County,20113,5.072040871
Marion County,20115,4.097485019
Marshall County,20117,3.730083021
Meade County,20119,2.582176837
Miami County,20121,3.410913379
Mitchell County,20123,3.007125629
Montgomery County,20125,3.323164404
Morris County,20127,6.366798662
Morton County,20129,3.939111479
Nemaha County,20131,4.691793445
Neosho County,20133,3.357910881
Ness County,20135,2.760064717
Norton County,20137,2.354812153
Osage County,20139,2.560171109
Osborne County,20141,3.583079788
Ottawa County,20143,4.272304871
Pawnee County,20145,3.612647654
Phillips County,20147,5.911688256
Pottawatomie County,20149,5.008617288
Pratt County,20151,4.04840263
Rawlins County,20153,3.27712316
Reno County,20155,3.691446995
Republic County,20157,4.084405304
Rice County,20159,5.153080585
Riley County,20161,4.291612495
Rooks County,20163,3.581441932
Rush County,20165,5.145642083
Russell County,20167,4.233797004
Saline County,20169,4.378574019
Scott County,20171,5.637777426
Sedgwick County,20173,5.112398106
Seward County,20175,5.798973868
Shawnee County,20177,2.287996692
Sheridan County,20179,4.1783865
Sherman County,20181,2.610585099
Smith County,20183,2.126452001
Stafford County,20185,5.733557154
Stanton County,20187,6.2896966
Stevens County,20189,5.208240438
Sumner County,20191,5.199392522
Thomas County,20193,5.49007655
Trego County,20195,6.172748485
Wabaunsee County,20197,4.068135982
Wallace County,20199,4.427551798
Washington County,20201,3.944975167
Wichita County,20203,2.547278571
Wilson County,20205,3.641604158
Woodson County,20207,6.310387071
Wyandotte County,20209,4.516892479
Adair County,21001,4.820107429
Allen County,21003,5.018193051
Anderson County,21005,3.966466062
Ballard County,21007,2.254492389
Barren County,21009,3.122106653
Bath County,21011,5.968581641
Bell County,21013,5.611138047
Boone County,21015,6.097764035
Bourbon County,21017,3.467952438
Boyd County,21019,2.987688075
Boyle County,21021,5.268331999
Bracken County,21023,5.176433788
Breathitt County,21025,4.963593181
Breckinridge County,21027,3.369072148
Bullitt County,21029,4.066283716
Butler County,21031,5.10807104
Caldwell County,21033,3.301352465
Calloway County,21035,4.472980729
Campbell County,21037,3.754505046
Carlisle County,21039,5.079658186
Carroll County,21041,3.533841521
Carter County,21043,4.304975379
Casey County,21045,2.970563844
Christian County,21047,5.616901752
Clark County,21049,3.78420888
Clay County,21051,4.346854222
Clinton County,21053,2.647840681
Crittenden County,21055,5.369795511
Cumberland County,21057,4.090491247
Daviess County,21059,5.142873663
Edmonson County,21061,4.868379623
Elliott County,21063,4.213124397
Estill County,21065,3.493687151
Fayette County,21067,4.296440647
Fleming County,21069,5.568072283
Floyd County,21071,4.060802213
Franklin County,21073,5.150062161
Fulton County,21075,5.193526508
Gallatin County,21077,3.741997772
Garrard County,21079,3.476932165
Grant County,21081,5.564764289
Graves County,21083,5.733353529
Grayson County,21085,3.719517513
Green County,21087,4.545926811
Greenup County,21089,3.404092059
Hancock County,21091,4.297288163
Hardin County,21093,5.951819439
Harlan County,21095,4.854455806
Harrison County,21097,4.733093487
Hart County,21099,2.887030281
Henderson County,21101,1.971951164
Henry County,21103,5.750920032
Hickman County,21105,4.654929236
Hopkins County,21107,4.449798177
Jackson County,21109,4.006033581
Jefferson County,21111,4.68817041
Jessamine County,21113,3.760870009
Johnson County,21115,2.012671506
Kenton County,21117,2.827635413
Knott County,21119,6.998130181
Knox County,21121,5.667106905
Larue County,21123,4.656930256
Laurel County,21125,4.555785414
Lawrence County,21127,4.186910232
Lee County,21129,-1.42698708
Leslie County,21131,4.18029374
Letcher County,21133,7.18504517
Lewis County,21135,4.661273353
Lincoln County,21137,3.154530105
Livingston County,21139,3.535425125
Logan County,21141,6.810310648
Lyon County,21143,4.845547259
McCracken County,21145,4.471857953
McCreary County,21147,3.521252436
McLean County,21149,2.731375588
Madison County,21151,3.978575724
Magoffin County,21153,2.784237339
Marion County,21155,-1.325531418
Marshall County,21157,1.680624326
Martin County,21159,3.130266207
Mason County,21161,2.705517083
Meade County,21163,5.630277787
Menifee County,21165,5.491015412
Mercer County,21167,3.582612991
Metcalfe County,21169,-0.956002556
Monroe County,21171,6.894729549
Montgomery County,21173,1.476582681
Morgan County,21175,0.212563436
Muhlenberg County,21177,5.332770061
Nelson County,21179,2.779291119
Nicholas County,21181,1.561456605
Ohio County,21183,3.995240103
Oldham County,21185,4.104025192
Owen County,21187,3.344920765
Owsley County,21189,1.803436791
Pendleton County,21191,3.219597182
Perry County,21193,3.68478096
Pike County,21195,5.173846279
Powell County,21197,4.497905723
Pulaski County,21199,0.868286493
Robertson County,21201,3.977232278
Rockcastle County,21203,3.800169572
Rowan County,21205,4.669845464
Russell County,21207,5.611953798
Scott County,21209,4.603439612
Shelby County,21211,2.326297254
Simpson County,21213,0.303335228
Spencer County,21215,6.455933353
Taylor County,21217,5.379598115
Todd County,21219,2.395399296
Trigg County,21221,6.545034643
Trimble County,21223,0.888304427
Union County,21225,1.655969083
Warren County,21227,3.225007577
Washington County,21229,2.315085148
Wayne County,21231,2.436910225
Webster County,21233,-1.978023418
Whitley County,21235,-1.906509409
Wolfe County,21237,1.026717012
Woodford County,21239,3.484163943
Acadia Parish,22001,3.552609305
Allen Parish,22003,2.770948026
Ascension Parish,22005,3.128011624
Assumption Parish,22007,3.501391313
Avoyelles Parish,22009,4.93352187
Beauregard Parish,22011,3.357656594
Bienville Parish,22013,4.390082455
Bossier Parish,22015,3.821381086
Caddo Parish,22017,0.921311107
Calcasieu Parish,22019,4.332154647
Caldwell Parish,22021,1.823261323
Cameron Parish,22023,1.455339868
Catahoula Parish,22025,3.360760942
Claiborne Parish,22027,4.895995801
Concordia Parish,22029,3.812139066
De Soto Parish,22031,3.819513706
East Baton Rouge Parish,22033,2.554432833
East Carroll Parish,22035,2.005703005
East Feliciana Parish,22037,3.481682384
Evangeline Parish,22039,3.6010596
Franklin Parish,22041,3.614391307
Grant Parish,22043,5.054791004
Iberia Parish,22045,0.147560958
Iberville Parish,22047,4.357579304
Jackson Parish,22049,6.464459667
Jefferson Parish,22051,4.096432249
Jefferson Davis Parish,22053,-3.044182226
Lafayette Parish,22055,4.752951271
Lafourche Parish,22057,-0.801432552
LaSalle Parish,22059,1.148594137
Lincoln Parish,22061,-1.122547819
Livingston Parish,22063,2.249408708
Madison Parish,22065,1.883417415
Morehouse Parish,22067,1.280780322
Natchitoches Parish,22069,3.088741646
Orleans Parish,22071,3.021313873
Ouachita Parish,22073,5.548267188
Plaquemines Parish,22075,7.159263614
Pointe Coupee Parish,22077,3.78393507
Rapides Parish,22079,6.036401487
Red River Parish,22081,2.351498338
Richland Parish,22083,4.223588968
Sabine Parish,22085,3.607193564
Saint Bernard Parish,22087,3.483672057
Saint Charles Parish,22089,3.810462509
Saint Helena Parish,22091,4.507471983
Saint James Parish,22093,5.368406917
Saint John the Baptist Parish,22095,2.544155402
Saint Landry Parish,22097,3.163177701
Saint Martin Parish,22099,0.838819562
Saint Mary Parish,22101,0.069243151
Saint Tammany Parish,22103,4.88072439
Tangipahoa Parish,22105,4.197291173
Tensas Parish,22107,7.87966251
Terrebonne Parish,22109,6.463128507
Union Parish,22111,7.325189054
Vermilion Parish,22113,2.550628491
Vernon Parish,22115,4.070892105
Washington Parish,22117,2.083918104
Webster Parish,22119,5.43008382
West Baton Rouge Parish,22121,4.656160029
West Carroll Parish,22123,4.206085419
West Feliciana Parish,22125,0.936242205
Winn Parish,22127,6.17831218
Androscoggin County,23001,1.4593127
Aroostook County,23003,3.520086087
Cumberland County,23005,3.676624553
Franklin County,23007,4.691894578
Hancock County,23009,5.31758324
Kennebec County,23011,3.240027333
Knox County,23013,0.495081576
Lincoln County,23015,4.263000169
Oxford County,23017,2.131247662
Penobscot County,23019,3.24518427
Piscataquis County,23021,4.365469617
Sagadahoc County,23023,7.131028216
Somerset County,23025,3.67179349
Waldo County,23027,6.664630406
Washington County,23029,3.775919424
York County,23031,5.127257138
Allegany County,24001,5.318781226
Anne Arundel County,24003,3.340267785
Baltimore County,24005,4.59151905
Calvert County,24009,4.34831924
Caroline County,24011,2.33423535
Carroll County,24013,0.85355724
Cecil County,24015,5.632338255
Charles County,24017,10.71224469
Dorchester County,24019,3.50727119
Frederick County,24021,10.27818271
Garrett County,24023,5.483902836
Harford County,24025,5.08339794
Howard County,24027,3.62044469
Kent County,24029,3.550056708
Montgomery County,24031,3.28637628
Prince George's County,24033,4.80213093
Queen Anne's County,24035,5.63490482
Saint Mary's County,24037,3.091371819
Somerset County,24039,6.813161277
Talbot County,24041,4.975141579
Washington County,24043,4.525296741
Wicomico County,24045,5.028747169
Worcester County,24047,5.656952405
Baltimore City,24510,6.340193125
Barnstable County,25001,5.379877203
Berkshire County,25003,6.663245441
Bristol County,25005,5.075480774
Dukes County,25007,4.896578876
Essex County,25009,4.661693471
Franklin County,25011,4.919256333
Hampden County,25013,3.960269186
Hampshire County,25015,3.201678058
Middlesex County,25017,7.225870355
Nantucket County,25019,3.960429687
Norfolk County,25021,4.920629286
Plymouth County,25023,3.877403797
Suffolk County,25025,5.263204855
Worcester County,25027,5.742390396
Alcona County,26001,7.477975479
Alger County,26003,4.91908193
Allegan County,26005,7.093372863
Alpena County,26007,5.521848296
Antrim County,26009,7.137005161
Arenac County,26011,7.144616822
Baraga County,26013,6.085867271
Barry County,26015,6.054813432
Bay County,26017,5.956427251
Benzie County,26019,7.096097033
Berrien County,26021,5.835650431
Branch County,26023,8.063041127
Calhoun County,26025,4.914164942
Cass County,26027,6.900017329
Charlevoix County,26029,5.803749356
Cheboygan County,26031,7.630815159
Chippewa County,26033,7.281263394
Clare County,26035,8.544593036
Clinton County,26037,5.901429942
Crawford County,26039,5.593937343
Delta County,26041,4.672104341
Dickinson County,26043,8.831905644
Eaton County,26045,7.800697668
Emmet County,26047,7.917706496
Genesee County,26049,6.653245258
Gladwin County,26051,7.855987696
Gogebic County,26053,10.38237266
Grand Traverse County,26055,8.458633296
Gratiot County,26057,9.022633944
Hillsdale County,26059,9.022633944
Houghton County,26061,8.195343025
Huron County,26063,7.361200189
Ingham County,26065,7.707095611
Ionia County,26067,9.459105226
Iosco County,26069,5.260780054
Iron County,26071,7.028027017
Isabella County,26073,9.630413572
Jackson County,26075,6.727055112
Kalamazoo County,26077,6.704320956
Kalkaska County,26079,6.951759713
Kent County,26081,5.935926408
Keweenaw County,26083,8.859905622
Lake County,26085,7.853004915
Lapeer County,26087,6.728305425
Leelanau County,26089,6.743469636
Lenawee County,26091,6.555930395
Livingston County,26093,8.278960983
Luce County,26095,10.15938343
Mackinac County,26097,7.532740496
Macomb County,26099,6.55482073
Manistee County,26101,10.7454814
Marquette County,26103,6.519069412
Mason County,26105,5.950173096
Mecosta County,26107,8.980396142
Menominee County,26109,5.257417619
Midland County,26111,5.580085781
Missaukee County,26113,8.481173277
Monroe County,26115,6.113680774
Montcalm County,26117,7.068562335
Montmorency County,26119,5.536939829
Muskegon County,26121,5.501589905
Newaygo County,26123,7.605347354
Oakland County,26125,6.015996086
Oceana County,26127,5.694703223
Ogemaw County,26129,4.952898339
Ontonagon County,26131,6.512580178
Osceola County,26133,8.146770972
Oscoda County,26135,7.201490268
Otsego County,26137,7.084343952
Ottawa County,26139,4.484562361
Presque Isle County,26141,5.90113454
Roscommon County,26143,6.77925038
Saginaw County,26145,6.608200172
Saint Clair County,26147,6.100456472
Saint Joseph County,26149,4.795607953
Sanilac County,26151,7.443050437
Schoolcraft County,26153,5.10302754
Shiawassee County,26155,5.243262305
Tuscola County,26157,5.979918936
Van Buren County,26159,6.680823414
Washtenaw County,26161,5.805635068
Wayne County,26163,4.986535675
Wexford County,26165,6.524604641
Aitkin County,27001,4.916321952
Anoka County,27003,4.990429432
Becker County,27005,5.241332519
Beltrami County,27007,4.927276921
Benton County,27009,6.658421134
Big Stone County,27011,5.907656606
Blue Earth County,27013,5.799755983
Brown County,27015,5.440499103
Carlton County,27017,5.278357932
Carver County,27019,6.616696597
Cass County,27021,10.28388729
Chippewa County,27023,7.515908595
Chisago County,27025,6.579443323
Clay County,27027,9.36267547
Clearwater County,27029,5.424146302
Cook County,27031,6.893564365
Cottonwood County,27033,8.257333411
Crow Wing County,27035,8.583068258
Dakota County,27037,5.646780403
Dodge County,27039,6.5637251
Douglas County,27041,5.700698231
Faribault County,27043,5.720119664
Fillmore County,27045,5.86306492
Freeborn County,27047,8.062560769
Goodhue County,27049,5.943964174
Grant County,27051,5.779094907
Hennepin County,27053,5.648891042
Houston County,27055,5.171187902
Hubbard County,27057,6.213362739
Isanti County,27059,5.354371483
Itasca County,27061,5.444370462
Jackson County,27063,6.545524706
Kanabec County,27065,6.875662696
Kandiyohi County,27067,5.681944041
Kittson County,27069,6.86092191
Koochiching County,27071,5.583864202
Lac qui Parle County,27073,5.3664787
Lake County,27075,7.39806489
Lake of the Woods County,27077,5.900133969
Le Sueur County,27079,7.63685902
Lincoln County,27081,5.367696854
Lyon County,27083,5.712089001
McLeod County,27085,5.525644218
Mahnomen County,27087,4.338367424
Marshall County,27089,6.111348574
Martin County,27091,6.881946869
